# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;59;1417495860;sda;6.00;0.00;121.72;20.29;0.07;11.38;0.15;0.09
axle;60;1417495920;sda;2.71;0.00;214.11;79.06;0.01;1.85;0.12;0.03
axle;60;1417495980;sda;2.15;0.00;134.23;62.56;0.00;1.75;0.16;0.03
axle;60;1417496040;sda;2.75;0.00;170.23;61.82;0.01;1.82;0.15;0.04
axle;60;1417496100;sda;2.58;0.00;186.02;72.05;0.01;2.05;0.18;0.05
axle;60;1417496160;sda;2.34;0.00;142.61;61.03;0.00;1.69;0.17;0.04
axle;60;1417496220;sda;1.58;0.00;97.98;62.04;0.00;0.64;0.13;0.02
axle;60;1417496280;sda;2.24;0.00;176.60;78.75;0.00;1.73;0.12;0.03
axle;60;1417496340;sda;2.87;0.00;193.72;67.40;0.01;2.42;0.21;0.06
axle;60;1417496400;sda;2.82;0.00;186.13;66.08;0.01;1.96;0.17;0.05
axle;60;1417496460;sda;1.87;0.00;112.06;60.00;0.00;0.68;0.18;0.03
axle;60;1417496520;sda;1.40;0.00;90.38;64.57;0.00;2.05;0.29;0.04
axle;60;1417496580;sda;3.82;152.43;60.01;55.65;0.01;2.17;0.17;0.07
axle;60;1417496640;sda;2.22;0.00;159.28;71.82;0.00;1.29;0.12;0.03
axle;60;1417496700;sda;2.87;3.20;220.93;78.19;0.00;1.47;0.12;0.03
axle;60;1417496760;sda;2.28;0.00;141.20;61.84;0.00;0.79;0.15;0.03
axle;60;1417496820;sda;1.93;0.00;119.01;61.59;0.00;1.03;0.21;0.04
axle;60;1417496880;sda;2.48;0.00;193.70;77.96;0.00;1.42;0.24;0.06
axle;60;1417496940;sda;1.93;0.00;151.34;78.54;0.00;0.52;0.14;0.03
axle;60;1417497000;sda;2.97;0.00;198.03;66.70;0.00;1.51;0.13;0.04
axle;60;1417497060;sda;1.42;0.00;91.43;64.38;0.00;1.98;0.09;0.01
axle;60;1417497120;sda;2.84;0.00;150.77;53.18;0.01;1.91;0.19;0.05
axle;60;1417497180;sda;1.72;0.00;116.19;67.65;0.00;0.23;0.12;0.02
axle;60;1417497240;sda;3.39;0.00;245.94;72.47;0.01;2.05;0.16;0.05
axle;60;1417497300;sda;1.49;0.00;75.08;50.43;0.00;0.00;0.00;0.00
axle;60;1417497360;sda;3.82;40.30;200.43;63.02;0.01;1.55;0.16;0.06
axle;60;1417497420;sda;2.27;0.00;119.37;52.65;0.00;0.68;0.09;0.02
axle;60;1417497480;sda;2.07;0.00;152.58;73.81;0.00;0.58;0.23;0.05
axle;60;1417497540;sda;1.65;0.00;79.63;48.24;0.00;0.12;0.08;0.01
axle;60;1417497600;sda;1.82;0.00;140.69;77.43;0.00;1.76;0.26;0.05
axle;60;1417497660;sda;1.75;0.00;69.62;39.77;0.00;1.18;0.11;0.02
axle;60;1417497720;sda;1.57;0.00;95.50;60.94;0.00;0.04;0.04;0.01
axle;60;1417497780;sda;2.79;0.00;265.82;95.43;0.00;0.79;0.17;0.05
axle;60;1417497840;sda;2.55;0.00;147.68;57.93;0.00;1.12;0.24;0.06
axle;60;1417497900;sda;2.15;0.00;138.18;64.25;0.00;2.02;0.25;0.05
axle;60;1417497960;sda;2.74;0.00;174.92;63.95;0.01;1.83;0.15;0.04
axle;60;1417498020;sda;2.03;0.00;112.42;55.28;0.00;2.39;0.20;0.04
axle;60;1417498080;sda;7.28;7.21;1101.89;152.35;0.14;18.84;0.25;0.18
axle;60;1417498140;sda;6.44;0.00;1107.91;172.04;0.07;10.26;0.29;0.19
