# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;59;1417495860;-54801.85;1.55;35340.27
axle;60;1417495920;-7686.02;0.45;27.85
axle;60;1417495980;-9052.25;0.45;4327.42
axle;60;1417496040;-3494.59;0.60;256.22
axle;60;1417496100;2338.39;0.49;892.37
axle;60;1417496160;-7131.20;0.47;-1474.16
axle;60;1417496220;-3200.13;0.29;-3453.70
axle;60;1417496280;-2640.25;0.45;2392.84
axle;60;1417496340;40624.72;0.57;-2417.23
axle;60;1417496400;-19819.28;0.57;222.52
axle;60;1417496460;-24960.73;0.43;44.66
axle;60;1417496520;-10453.59;-15.25;-1570.54
axle;60;1417496580;-263.61;-212.94;-8395.82
axle;60;1417496640;35984.13;0.40;361.11
axle;60;1417496700;-6208.80;0.42;369.72
axle;60;1417496760;18829.42;0.40;3120.52
axle;60;1417496820;1817.61;0.33;-2959.97
axle;60;1417496880;-1289.78;0.47;2814.21
axle;60;1417496940;6758.90;0.50;-2636.73
axle;60;1417497000;588.81;0.38;34.85
axle;60;1417497060;-5107.05;0.45;1803.48
axle;60;1417497120;-10204.15;0.42;5172.11
axle;60;1417497180;-4118.64;0.53;328.45
axle;60;1417497240;-12939.82;0.48;-6747.12
axle;60;1417497300;-10051.99;0.35;2954.97
axle;60;1417497360;-9508.41;0.58;-686.59
axle;60;1417497420;17704.03;0.40;392.18
axle;60;1417497480;6901.07;0.47;2656.55
axle;60;1417497540;12970.17;0.20;1208.09
axle;60;1417497600;3563.26;0.40;190.17
axle;60;1417497660;-3338.16;0.27;4.10
axle;60;1417497720;4429.74;0.35;107.40
axle;60;1417497780;3061.23;0.53;85.99
axle;60;1417497840;-12279.31;0.42;19.23
axle;60;1417497900;-1947.00;0.57;14.09
axle;60;1417497960;-1121.41;0.48;18.20
axle;60;1417498020;913.54;0.48;15.97
axle;60;1417498080;21818.10;0.50;136.18
axle;60;1417498140;7931.95;0.50;126.29
